2025,2024,Institution,Country / Territory,Academic,AR rank,Employer,ER Rank,Citations,CPP Rank,H,H Rank,IRN,IRN Rank,Score
201-250,151-200,Washington University in St. Louis,United States of America,63.0,101+,49.6,101+,81.2,81=,78.7,101+,,,
201-250,201-250,Western University,Canada,55.5,101+,63.7,101+,79.5,101+,75.9,101+,,,
201-250,151-200,Westfälische Wilhelms-Universität Münster,Germany,69.6,101+,46.4,101+,73.6,101+,72.7,101+,,,
251-300,,Abu Dhabi University,United Arab Emirates,58.7,101+,59.9,101+,69.5,101+,61.2,101+,,,
251-300,151-200,Aix-Marseille University,France,70.7,100,42.3,101+,79.1,101+,61.2,101+,,,
251-300,301-350,Al Ain University,United Arab Emirates,67.5,101+,51.4,101+,62.6,101+,49.6,101+,,,
251-300,,Beijing Normal University,China (Mainland),61.4,101+,55.9,101+,68.4,101+,59.3,101+,,,
251-300,201-250,Chulalongkorn University,Thailand,65.4,101+,59.3,101+,56.1,101+,49.6,101+,,,
251-300,251-300,City University of New York,United States of America,54.1,101+,53.6,101+,81.8,67=,93.4,19=,,,
251-300,251-300,Copenhagen Business School,Denmark,51.8,101+,58.4,101+,89.7,2,80.4,101+,,,
251-300,201-250,"Essex, University of",United Kingdom,58.2,101+,46.0,101+,80.3,101+,87.4,54=,,,
251-300,251-300,Friedrich-Alexander-Universität Erlangen-Nürnberg,Germany,60.9,101+,47.2,101+,78.1,101+,77.8,101+,,,
251-300,251-300,IE University,Spain,51.0,101+,75.5,52=,70.3,101+,59.3,101+,,,
251-300,,Indian Institute of Technology Kharagpur (IIT-KGP),India,48.6,101+,69.5,101+,74.1,101+,70.3,101+,,,
251-300,301-350,Jawaharlal Nehru University,India,60.2,101+,59.4,101+,67.3,101+,55.0,101+,,,
251-300,251-300,King Saud University,Saudi Arabia,51.7,101+,65.0,101+,87.6,7,72.7,101+,,,
251-300,251-300,Kobe University,Japan,63.7,101+,56.9,101+,62.3,101+,49.6,101+,,,
251-300,151-200,Kutafin Moscow State Law University,Russian Federation,63.7,101+,55.3,101+,62.4,101+,61.2,101+,,,
